Datetime,Open,High,Low,Close,Adj Close,Volume
2023-07-27 09:15:00+05:30,1117.6500244140625,1118.949951171875,1117.050048828125,1118.550048828125,1118.550048828125,0.0
2023-07-27 09:16:00+05:30,1118.5999755859375,1119.0,1117.699951171875,1118.75,1118.75,10360.0
2023-07-27 09:17:00+05:30,1118.949951171875,1118.949951171875,1116.75,1116.75,1116.75,11436.0
2023-07-27 09:18:00+05:30,1117.1500244140625,1117.5,1116.5,1116.8499755859375,1116.8499755859375,5842.0
2023-07-27 09:19:00+05:30,1116.699951171875,1117.75,1116.5,1117.75,1117.75,2378.0
2023-07-27 09:20:00+05:30,1117.75,1118.800048828125,1117.5,1117.75,1117.75,6013.0
2023-07-27 09:21:00+05:30,1118.0,1118.3499755859375,1117.75,1118.25,1118.25,6476.0
2023-07-27 09:22:00+05:30,1118.3499755859375,1118.3499755859375,1117.699951171875,1117.699951171875,1117.699951171875,4136.0
2023-07-27 09:23:00+05:30,1117.5999755859375,1117.699951171875,1116.0,1116.0,1116.0,5520.0
2023-07-27 09:24:00+05:30,1116.0,1116.800048828125,1115.4000244140625,1116.800048828125,1116.800048828125,6152.0
2023-07-27 09:25:00+05:30,1116.800048828125,1116.9000244140625,1116.25,1116.800048828125,1116.800048828125,1780.0
2023-07-27 09:26:00+05:30,1116.9000244140625,1117.25,1116.5999755859375,1117.25,1117.25,2339.0
2023-07-27 09:27:00+05:30,1117.25,1118.050048828125,1117.0,1117.0999755859375,1117.0999755859375,6234.0
2023-07-27 09:28:00+05:30,1117.550048828125,1118.449951171875,1117.050048828125,1118.449951171875,1118.449951171875,2122.0
2023-07-27 09:29:00+05:30,1118.6500244140625,1118.6500244140625,1117.5999755859375,1117.800048828125,1117.800048828125,5673.0
2023-07-27 09:30:00+05:30,1117.8499755859375,1118.3499755859375,1117.5,1117.8499755859375,1117.8499755859375,4513.0
2023-07-27 09:31:00+05:30,1118.0,1118.5,1117.4000244140625,1118.0,1118.0,3368.0
2023-07-27 09:32:00+05:30,1117.949951171875,1118.6500244140625,1117.5,1118.199951171875,1118.199951171875,1336.0
2023-07-27 09:33:00+05:30,1118.0999755859375,1118.1500244140625,1117.25,1117.6500244140625,1117.6500244140625,2412.0
2023-07-27 09:34:00+05:30,1117.6500244140625,1118.449951171875,1117.25,1117.9000244140625,1117.9000244140625,5206.0
2023-07-27 09:35:00+05:30,1118.3499755859375,1118.449951171875,1117.8499755859375,1118.449951171875,1118.449951171875,2475.0
2023-07-27 09:36:00+05:30,1118.0,1119.449951171875,1118.0,1119.4000244140625,1119.4000244140625,5981.0
2023-07-27 09:37:00+05:30,1119.0,1120.3499755859375,1118.3499755859375,1120.0999755859375,1120.0999755859375,70668.0
2023-07-27 09:38:00+05:30,1120.0999755859375,1121.4000244140625,1120.0,1121.25,1121.25,8239.0
2023-07-27 09:39:00+05:30,1121.0,1121.449951171875,1120.75,1121.449951171875,1121.449951171875,4331.0
2023-07-27 09:40:00+05:30,1121.1500244140625,1121.949951171875,1121.1500244140625,1121.9000244140625,1121.9000244140625,7504.0
2023-07-27 09:41:00+05:30,1121.300048828125,1122.550048828125,1121.300048828125,1122.5,1122.5,6569.0
2023-07-27 09:42:00+05:30,1122.050048828125,1122.5,1122.050048828125,1122.4000244140625,1122.4000244140625,3479.0
2023-07-27 09:43:00+05:30,1122.4000244140625,1122.5,1121.5,1121.9000244140625,1121.9000244140625,4176.0
2023-07-27 09:44:00+05:30,1122.0,1122.199951171875,1122.0,1122.0,1122.0,1622.0
2023-07-27 09:45:00+05:30,1122.0,1122.6500244140625,1122.0,1122.5999755859375,1122.5999755859375,4572.0
2023-07-27 09:46:00+05:30,1122.6500244140625,1122.6500244140625,1122.199951171875,1122.4000244140625,1122.4000244140625,1265.0
2023-07-27 09:47:00+05:30,1122.4000244140625,1122.4000244140625,1121.050048828125,1121.050048828125,1121.050048828125,4038.0
2023-07-27 09:48:00+05:30,1121.050048828125,1121.449951171875,1120.800048828125,1120.8499755859375,1120.8499755859375,3479.0
2023-07-27 09:49:00+05:30,1121.25,1121.25,1120.1500244140625,1120.1500244140625,1120.1500244140625,2530.0
2023-07-27 09:50:00+05:30,1120.6500244140625,1120.6500244140625,1120.0,1120.1500244140625,1120.1500244140625,6007.0
2023-07-27 09:51:00+05:30,1120.1500244140625,1120.1500244140625,1120.0,1120.0999755859375,1120.0999755859375,2045.0
2023-07-27 09:52:00+05:30,1120.0,1120.5,1120.0,1120.25,1120.25,3717.0
2023-07-27 09:53:00+05:30,1120.300048828125,1120.800048828125,1120.300048828125,1120.800048828125,1120.800048828125,1420.0
2023-07-27 09:54:00+05:30,1120.800048828125,1121.0,1120.0999755859375,1120.0999755859375,1120.0999755859375,5050.0
2023-07-27 09:55:00+05:30,1120.0,1120.25,1120.0,1120.0999755859375,1120.0999755859375,5122.0
2023-07-27 09:56:00+05:30,1120.050048828125,1120.1500244140625,1118.699951171875,1118.699951171875,1118.699951171875,15124.0
2023-07-27 09:57:00+05:30,1118.550048828125,1118.699951171875,1118.5,1118.5,1118.5,1708.0
2023-07-27 09:58:00+05:30,1118.4000244140625,1118.4000244140625,1117.0,1117.0999755859375,1117.0999755859375,4536.0
2023-07-27 09:59:00+05:30,1117.5,1118.4000244140625,1117.4000244140625,1118.25,1118.25,3242.0
